content,score
Bank digital yg sangat baik,5
Fitur virtual debit online nya keren,5
gak bisa telfon pendaftaran,3
Kenapa kok gagal saat transfer,4
Langsung Saya Kasih 5 Bintang Terima Kasih blue by BCA Digital 🙏🙏🙏🙏🙏,5
Mudah dan bermanfaat,5
Mau tanya min nabung jangka panjang di blu apakah aman,5
Bagus walaupun belum 100%,5
Sip sekarang udh bisa setor tunai di atm bca,5
ini nunggu sampe brapa lama ya buat vc nya,4
sangat keren untuk saat ini 2022,5
Buat pembaruan Gmail nya gimna bosku,5
Keren abis... Suka suka....,5
Mudah mudahan besok lolos acc,5
membantu untuk transaksi,5
bagus dan cepat,5
selalu happy dengan Blu...,5
"Aman ,mudah dan canggih 👍",5
mantap sangat membantu,5
Aplikasi penipu.top up gopay gk masuk.woi udah buat pelaporan babi.kenapa uang ku gk balek.anjeng memang kelen,1
Mudah untuk daftar,5
mudah cepat tepat,5
"mantap ,gampang g ribet.",5
LEMOOOTTTT...! kasi bintang 2 dulu lah. leMotnya gak ketulumgan.,3
sangat mantap sekali,5
"Apakah bisa di tautkan dgn bukalapak,tokopedia,shoopi dll?",4
sangat membantu sekali terima kasih Blu🤗🤗,5
Min lagu registrasi vidcall malah yg kedengeran lagu ga jelas,1
mudah bertransaksi goood,4
mantap sangat membantu,5
"tanpa admin kirim transfer beda bank, happy bnget jadinya👍🏼",5
bagus aplikasinya,5
sangat membantu n nyaman,5
Jangan lupa pakai kode raferal saya.MUHAMCTKP dapatkan bonus,5
sangat memudahkan dalam proses transaksi bisnis saya,5
Jadi lemot dulu bagus,5
Mudah untuk pendaftaran,5
Sub-account-nya mantap! Benar2 modern.,5
"Disuruh vc admin, tapi adminnya malah matiin",1
keren dan aman,5
gak repot lg bawa atm kmana-mana,5
Kenapa sekarang tarik tunai bayar?,2
Kenapa aplksi saya gak bisa login,5
Bank digital paling recomended 👍👍👍,5
segala urusan transaksi jadi mudah,5
Proses verifikasi wajah bug,1
Katanya gk byr..ke bca..malah suruh bayar..,1
sekarang Banyak potongan admin. jadi males pake.,2
keren aplikasinya,5
Kenapa saya tidak dapat buka rek blu,5
"Semoga diacc,klo diacc saya berterimakasi bngt,saya akan tambhin bintangnya jika pinjaman saya diacc",3
tinggal banyakin TF gratis antar bank tanpa batas,5
mantap suka banget,5
"Blu BCA membuat transaksi saya semakin mudah, mantaaaap",5
mantap sangat membantu,5
sat set gak kaya aplikasi bank sebelah 🤭,4
Tarik tunai di ATM BCA kayaknya nanti bakal kena admin nih kalo emang bakal kena admin yakin bakal unistal blu,1
ngebantu & mempermudah,5
Rekening digital yang oke punya,5
Blu mudah utk digunakan,5
Sussah mendpatkan kode otp such be berapa kali tidak muncul,1
sangat senang pakai blu,5
Paling oke untuk nabung 👍👍👍👍,5
Untuk tarik tunai ATM BCA sangat jauh,2
membantu utk pengelolaan keuangan,5
mantap kali pun nih apk,5
mantap nih sekarang bisa begini pakai BCA,5
"(Oke, Terima Kasih. Semoga kedepannya lebih baik lagi )",4
BLU BCA pelayanan sangat bagus,5
Ini baru mau mencoba blu by BCA Digital,5
g jlas bngt buat verifikasi wajah dah di ikutin mlah gagal,1
Sangat membantu blu bca makasih,5
Bank terbaik. Pake refferal: PURNOJLC1 dan dapatkan cashback blu 25k,5
Gk bisa top up gmn no rek TDK terdaftar ?,1
mantap... bebas biaya transfer,5
ko ganti hp gak bisa login gak jelas,1
mantab cepat tepat terpercaya,5
Kenapa saya sering ke sesi trus?,1
siip... lancar jaya....,5
Sayangnya belum ada kartu ATM nya,5
Sangat puas dgn hasilnya,5
Mantap suka banget,5
Makin berat apk nya,3
apk nya bagus,5
lbh mudah buat menabung,5
banyak membantu urusan bisnis online,5
"Semoga Ada Kartu Debitnya , Biar Gampang Bayar Di mini market",5
kartunya tolong segera bisa di cetak,4
Mantap dan anti rewel,5
ini kok OTP tidak dapat dapat ya,1
nyaman banget pake blu,5
Proteksi keamanan data aplikasi Blu Bca aman,5
hallo admin gimana cara ubah nomor telepon soalnya udah hilang,1
"Penggunaan mudah, yg sy suka bebas bea transfer ke bank lain👍",5
sangat enak di gunakan,5
keren emang ini apk,5
"Terima kasih blu, mantap 😊",5
Kasih kartu atm juga dong min kartunya gpn gpp kok,5
sangat sangat membantu kami,5
limit transfer harus ditambah,4
bermanfaat benar dech pokoknya 👌,5
mempermudah transaksi,5
blu ini loading nya parah bangett,4
Keren banget aplikasinya,5
Kenapa tidak bisa register,1
Jgn download apk nya cuma ambil data,1
Terimakasih...sudah sangat membantu 🙏🏻,4
SESUAI AMA RATING NIH APLIKASI Ternyata rating tidak perna salah 👍 aplikasi keuangan 😆,1
gk bisa transfer di atas jam 13.00,2
"keren,mudah,nyaman",5
Ko sekarang transfer pake admi kata gratis Tampa admi,5
Sayang nya lm ada kartu fisik/debit nya,1
Mudah dan bermanfaat,5
"dg fitur yg bgs, m'bntu aktivitas user",5
Aplikasi Yang Sangat Bagus😁😊,5
Min Susah verifikasi wajah 3 dulu.. nge leg.,3
bagus banget pokoknya 😇,3
mempermudah transaksi,5
"tambahin isi Flazz, sama kredit digital",5
cepet dan mudah,5
Aplikasi yang sangat terbaik👍💯,5
"Saya daftar blu by bca kan katanya dapet 100rb org nya minta no,pin,sama sandi malah saya kasih. Dan skrng dia nipu saya,gimana ya saya mau blokir akun saya. Mau ganti sandi juga susah ganti tanggal lahirnga",4
mantap dan terkendali,5
Kenapa ya ini kok gabisa d buka aplikasinya ???,1
baru pertama pakai..dan keren bgt,5
memudahkan transaksi dikondisi pandemi,5
Terlalu merepotkan untuk pendaftaran,1
Suru aktifin screenlock hp? Dmnnya ya itu....,2
Karna saya sudah di perivikasi saya kasih reting ⭐⭐⭐⭐🌟,5
"blu ok banget,.....",5
"Blu kereeen buka deposito disaat pandemi mudah ,cuman di blu nih",5
masih belajar menggunakan,3
Mantaf bosqu buka rekening mudah sekali,5
mantaps promo² nya 👍👍👍,5
kalo bs transfer ke e waller jgn pke biaya donk 😂,5
Saya merasa terganggu oleh CS blu yang sering menelfon dijam kerja !!!,2
semoga promonya gak habis2😀😀,5
Blu apa tidak ada rencana keluarkan kartu ATM?,5
pengalaman pakai blu menyenangkan,5
sangat memuaskan.,5
apk nya bagus,5
"BLU By BCA digital .Pembukaan Rekening yang cepat tanpa biaya admin dan dapat melakukan deposito min 1 juta .Sangat menarik ,Ayo segera buka rekening Blu by BCA digital👍",5
"Mantap, ayo gabung jangan tunda tunda",5
Lumayan la bisa buka tabungan,4
Overall bagus sih,5
Buang buang kuota masak mau vc nunggu lama. Antrian nya. Dah sehari 3 kali. Susah,2
Kenapa susah masuk login nya,5
Sanggat baikkk banyak casbak semoga kedepannya makin baik,5
mirip aplikasi bank biru tetangga deh kayanyaa yg udah duluann,4
apa² jadi lebih cepet skrang,5
"Ribet banget,,,, aplikasi yg bikin ribet",1
kok saya keluar server terus ya?,2
Smoga lebih bermanfaat dan membantu .,5
aman mudah dan terpercaya,5
"setor tarik malah kena admin, ampas bener",1
Nyesel banget sama aplikasi ini GK sesuai,1
Topup e-money nya di tambah lagi jngn ovo gopay aja ada link aja dana Doku,5
oke bagus transaksi trus,5
sangat membantu dengan baik,5
Masuk lama banget verifikasi wajahnya,2
sangat bagus bagus dan bagus,5
"mantap, gakpakai ribet",5
devolover tolong dong tambahkan atm visa fisik biar bisa tarek tunai di edc,5
mempermudah transaksi,5
Vc. Nya susah tolong di perbaiki,5
Mantap transaksi gratis ke BCA,5
sukaaa pake blu. memudahkan buat pisah2in tabungan,5
selama masih bebas trf antar bank okelah,4
Lebih mempermudah.,5
Tolong Fitur tambahin,5
Tetap aja error' ahh parah parah,2
Va BCA nya di blu kok tidak bisa?,3
bagus buat nyimpen uang saya,5
sangat membantu sekali brodie 🙌,5
Kenapa sekarang tarik tunai kena biaya admin?,2
Top up e-money nya tolong dimasukin link aja biak gampang nanti untuk beli minyak di my pertamina.,4
mempermudah transaksi,5
Pak paling oke dn mudah membantu sekali👍👌,5
Sangat membantu banget,5
Jelek app nya gk begitu paham,1
Halo bca apa ini gak pakai kartu atm,5
Blusavingnya bagus,5
cukup keren lah...,5
keren aplikasinya,5
Keren banget aplikasinya👍👍👍,5
keren lah pokoknya,5
keren bgt blu.. tengkyu,5
"Bisa transfer ke rek bank bca? Saya baru coba, mohon bantuannya kaka admin Tq",5
Bisa topup lwt alfa/indomart gak ya ka?,3
sangat membantu saya dalam mengelola keuangan,5
Dicoba dulu baru layak dapat bintang👍👍👍👍,4
semoga ada kartu fisik juga,5
pake Blu aman nyaman pokonya,5
Sangat bagus dan praktis,5
semoga kirim kemana pun ada free admin,5
Setiap tarik tunai kena biaya admin 3500 ya allah,1
Sebesar bca tanpa kartu debit ya ampun .mending ganti aja namanya jadi bank royal diigital,1
memudahkan segalanya.. melancarkan segalanya Terima kasiihhhhh BluBCA,5
bebas biaya transfer antar bank,5
Saya coba apa bisa buat buka rekening baru,4
Mau aktivasi rekening saja susah.,1
Aplikasinya tidak rekomendasi.,1
Suka sama aplikasi ini,5
mantap dan tahan lama,5
Super tanpa kendala registnya,5
Virtual account nya ga bisa di pake,1
Kenapa sekarang pakai biaya ya utk penarikan di ATM BCA.....,2
"Mau tanya min kalau rekening bca biasa di tutup, terus rekening blu masih bisa aktiv gak?",2
"Busuk, mau login aja otp ngak masuk""",1
"Maaf mau nanya lagi nih, apa bisa mencetak kartu atm nya di cabang bank bca??",4
Tolong ditambah fitur setor tunai di ATM,5
"Alhamdulillah sangat puas,terimakasih",5
Bagus sesuai kebutuhan,5
Sekarang tarik tunai ATM kena 3.500 trasfer antar BCA 2500 mending pindah BCa aja percuma,1
ok banget sangat membantu 👍👍👍👍👍👍,5
kalo data sudah diblokir BCA.. apa.bisa buka rek Blu,3
Aplikasi yg sangat bagus.....,5
Puas pke blu.bisa tarik tunai di ATM bca,5
Apk gaje baru bikin akun langsung keblokir,1
sejauh ini sangat bagus,5
"Baru pertama kali setor tunai, bagus",5
"memudahkan sekali,, mantapppppp",5
yang kurang cuma kartu debit,5
sangat bermanfaat sekali,5
Bikin nya gampang,5
Aplikasi belum siap rilis,1
luar biasa membantu,5
Mosok mau login gk da Suruh daftar lagi,1
"sejauh ini ok , no problem",5
tp sayank blu gc ada kartunya !!!,4
"mantap, saya suka sekali",5
Kurang kartu debit nya aja yang belom rilis,5
Pembukaan rekening lama disuru vc tp gak nyambong tros sampe ngantuk nungguin,1
Smoga smoga apk banyaknya promo dan cashback,5
penambahan fitur virtual debit card👍,5
Jamannya era digital blu oke punya,5
"top, biaya antar bank nya dikurangi dong",5
apk ny sangat membantu...proses ny GK lama n gak ribet,5
Mohon di buatkan QR untuk update selanjutnya,5
masa beli paket data di pending 1x24 jam,1
mudah digunakan untuk transfer dll,5
Ingin bertanya.. Berapakah limit transfer harian ke sesama rek blu dan ke rek BCA... Terimakasih...,3
Kenapa g bisa di buka Blu sy,5
good aplikasi perbankan 👍,5
sangat membantu. semoga ttp aman,5
verifikasi wajah sulit,1
bank digital terbaikk.. biaya transfer free,5
Ga jelas verifikasi wajah gak jadi jadi!!! BAD,1
Makin gak jelas banyak biaya,1
Keren BCA itu coba fitur tarik tunainya jan gangguan😅,5
"LINK DATA NASABAH BCA SELALU GAGAL RED MARK, NOMOR HP TIDAK DITEMUKAN",1
Sangat membantu sekali,5
aman mudah lancar,5
sangat membantu sekali,5
"keren ,bagus aplikasi nya",5
masukin nmr hp susah bgt ya mau ke nasabah bca nya,1
semoga blu BCA segera memiliki kartu debit agar memudahkan konsumen tarik tunai melalui atm thanks,5
Sangat bagus dan baik,5
Di coba dulu setor tunai-nya.....,5
Ini gimana .uang saya tidak bisa di transperkan ngendap di sini .5jt .gimana ini .,3
Loginnya bisa pakek akun google dong min nomer saya ilang,3
transaksi jadi lbh mudah,5
Hubungi vs susah amat kayanya miskin cs ni gk ky bank lain gampang,1
Pake kode ku yaa biar bisa dapet keuntungan,5
Mudah aksesnya,5
Paling ribet lebih mudah buat mbanking bca,1
Otp gak keluar terus,5
"Jangan lupa ajak temen2 pakai blu, Praktis tanpa ribet 🤙",5
Pelayanan sangat baik ..,5
Kereeeen....Baru kali ini ada rekening yg free Biaya admin dan ada fitur arisan bareng....,5
sementara masih oke aman,5
bagus dan lancar,5
Masukan kode DIANRIZNJ utk dapat referalnya biar dpt casback.,4
lumayan potongan beli kopi sampai 25.000,5
Banyak promo menarik teman teman suroboyo pandaan yaopo maneh keadaan ndang di donload ndang di aktifkan,5
ok ok jga kwalitas dn tingkat kn lgi,5
aplikasi blu memang mantab,5
Tranfer ke bank lain ada biaya juga Saya ingin tutup buku,1
sangat membantu sekali,5
Sangat membantu sekali,4
Selfi nya engga bisa,1
"Yang bener ajalah masa mau masuk aja susah bet,,,,payah",1
"Tolong percepat antrian vcnyh supanya bisa cepat"" di vertipikasi",2
Udh d isi duit eehh gk bisa d pakee transaksi GAGAL trus nyesell,1
Tiga dulu Kalau bagus nanti aku tambah,3
keren pokok nya,5
Sangt bagus dan mudah,5
mantap tarik tunai lebih mudah di ATM BCA,5
"Uda nunggu vc lama, ehh begitu terhubung di suruh kecabang..",1
G kayak dulu terlalu banyak peraturan,1
Verifikasi email lama bngt....,2
good praktia aman,5
Saya nasabah bca pas saya masukan nomor kartu masa salah terus,1
sangat membantu sekali 👍👍,5
Hallo ka acoun saya ada yang ngambil gimana supaya akun saya kembali ada eKTP DI SAYA,5
mudah buat transaksi,5
Rekening tabungan terbaik di bumi,5
ok banget....lebih dr ewallet👍,5
Ini kok eror ya apa lagi gangguan?,5
Saya tf ke ovo g masuk dan gagal tp saldo terpotong....ini apk scam ato gmna,1
Baru coba tapi amankah untuk menabung??,4
jangan lupa gunakan kode referral TAUFIWUZS di proses pembukaan rekeningmu 💙​,5
Capek ketik pasword tiap kali masuk,5
"ngantri dri 150, udah nol mlah mati kan asw wkwk",2
Bisa Top Up Flazz. tambah bintang satu lagi.,4
Terimakasih BLU Sekaranudah ada fitur bayar PLN,5
semakin banyak kemudahan,5
aplikasinya bagus,5
semoga selalu di evaluasi pelayanan,5
kapan nih blu realese kartu atm fisiknya,4
Tidak ada ATM kurang seru,2
memudahkan tanpa harus ke bank,5
mantap. cepet. mudah,5
lumayan app nya,5
bank digital terbaik,5
Susah buat akun saat perekan wajah,1
"Sangat membantu, jadi BEBAS biaya admin transfer-trnsfr ke beda Bank. .",5
praktis banget pake blu 🥰,5
mantab n inovatif banget pokoknya,5
Mudah transaksi menguntungkan,5
mantap blu ..... woooww banget pokonya,5
Reward nya mana ha dari telkomsel redi,1
Inovasi yang sangat baik..,5
Sering maintenance mendadak,4
bagus membantu bgt,5
mantap dan oke,5
Baru jg dftar eh susah bgt dibuka gimn si,1
"VA tidak bisa, padahal urgent",1
BAD RESPON. LAMBAT PROSES. MAU BELI PAKET AJA NUNGGU 5 HARI ? ARE YOU KIDDING ME?,1
sangat membantu sekali,2
banyakin promo nya dooonk...,5
good ke bantu banget,5
mantull pokoknya..amat sangat membantu..🤩🤩,5
Sangat baik dan bagus,5
Semoga aman dan tak ada kendala 👍,5
aplikasi pembayar terbaik,5
Mantab gratis biaya transfer,5
sangat bagus dan,5
sukses terus Blu.. sangat membantu..,5
Bisakah Top up / setor tunai melalui ATM BCA tanpa rekening pihak ke dua ???,4
mantappp sekali membantu dalam transfer ke bank lain secara geratis👍,5
selama ini oke pemakaiannya,3
Kenapa blum juga menerbitkan kartu pisik atm ya,3
Ribet pembukaan rekeningnya harus video call,1
VIDEO CALL MAU DAFTAR AJA GAGAL TERUS KARENA NGANTRI !!!,1
saat menghubungkan ke Tim Haloblu langsung time out?,1
transaksi slalu lancar,5
Mana buka rekeningnd8 blue katanya dapet voucher kok saya engga,1
Maaf kenapa blu BCA GK bisa masuk ke BCA karna no rekening BCA 10 blu 12 apa beda maaf ya ya,5
Unfoll aja lah. .mencoba antri berkali². Sekelas bca masa gini,1
Mantap dan berguna bgt,5
semoga lancar terus,5
Dari m-bca trf ke bca digital apakah ada biaya admin nya sesama bca,5
"Mau tanya, tf dari bca ke blu caranya gimana ya",3
mantapppp gak pake ribet,5
Aplikasi paling lelet,5
Mudah dan aman,5
apk sangat kereeen,5
cara buat kartu fisik bagaimana .,5
Ribet harus pake lock screen segala,1
Saya kok gak bisa daftar,3
Belum ada transfer ke Allo bank,3
Bagus saya suka aplikasi nya,5
mudah penggunaan,5
cepat & mudah. Tks,5
oke terimakasih atas BLU nya,5
Alhamdulillah membantu untuk segala transaksi,5
meski dak pakai kartu blubca ttp keren,5
Tidak BISA LOGIN . Lagi dan lagi . ???,2
sangat2 membantu sekali😍,5
nyaman terbantu,5
transaksi lebih mudah 😉,4
Saya nyaman bagus dan enak,5
aplikasinya lemot bgt,1
"ssiipp,, cashback terus ya hehe",5
Ambil selfie aja ribet matangin kaca hp mulu,1
"pake kode YOUPIGVEW guys biar dapet reward Rp 250k, buruan",5
"Cepat sekali prosesnyaa, mantap blu BCA👍",5
sangat membantu sekali,5
keren sih ini....,5
Mau setor tunai susah minta ampun,3
best solution buat nyembunyiin uang dari istri... uuaahahshhshsh,5
"Kalo transfer dari Bank BCA ke blu, tetep pake biaya admin yah karena berbeda bank? Atau free admin?",5
mantabs dan praktis jossss tenan👍,5
bagus aplikasi nya 👍🏻👍🏻👍🏻,5
Parah nih ga masuk terus berhari2,1
Berat sekali aplikasi nya,3
"keren, tf ke bank lain gratis admin sampe 20x",5
mohon dilengkapi fitur ny,4
saya tidak bisa login kembali,1
error terus masaaa,2
Lemot banget apknya asli . Mbanking mh cepet bangett,3
thx blue bca sudah membantu saya untuk menabung uang..,5
Aplikasi yang sangat membantu sekali 👌👌👌👌,5
Aplikasi bank super lemot,1
Ngajuin Blu extra ditolak padahal payroll BCA jadinya yaa di turunkan bintang nya,1
sangat sangat membantu 😃,5
Aplikasi terlemot yg pernah saya pakai.,1
bagus tingkatkan lagi,5
transaksi mudah denga blu,5
"pengalaman terbaik menggunakan blu, apalagi anakan dari BCA",5
Mintk bantuannya min Nomor saya sudh tidak aktif saya kesulitan login,4
enak gak ribet pokonya sip dah,5
Mau verifikasi vc aja susah minta ampun... dari antrian 300 nyampe sisa 3 lg ga di respon2... sueee,1
"aku cinta blu dengan segala cashback dan free transfer mu, love you blu❤️❤️❤️❤️ . . . . oiya dann bebas admin bulanann❤️😛🔥",5
"SUPER LEMOT,, PARAH PARAH PARAH",1
"lancar Jaya, praktis. Alhamdulillah",5
Ini aplikasi beneran dari bca ga sii??,3
"Mau tanya,cara dapatin debit card nya kek gimana nya?",4
Sangat nyaman dn aman mudah sukses slalu,5
Tolong ya bosku atas nama akun aep saepuloh nama orang tua ibu jue data nya tolong hapus takut di pakai orang tidak bertanggung jawab takut ada pinjaman yg tidak saya ketahui ... Tadi teman saya suruh bikin akun blu bca katanya lagi ivent dia kasih 25 ribu sama saya ..dan dia tanya kata sandi akun yg udah beres tadi takut di salah gunakan...mohon di hapus data saya atas nama di ktp aep saepuloh atas nama ibu jue Pekerjaan jualan bubur Tolong datanya di hapus,3
ka kok virtual acc bca dari tokped ga bisa ya?,5
bagus saya pakai karena blue anak cabang dari BCA,5
keren banget nih 👍👍👍,5
Coba Evaluasi tentang Produk dan Masukin dari Para Pemberi Ulasan Karena Sejujurnya jika dibandingkan Sebelah Saya Sangat Kecewa!,1
mantap blu sangat membantu,5
mudah utk transaksi,5
Mau narik duit bermasalah mulu asu,1
mantap byk promo pake blubca,5
mantap promonya,5
seru dapat cashback terus hehe,5
"Halo admin, kasih tau dong alesannya masak transfer ke BCA ke potongan admin? Kn blu anak perusahaan BCA kan? D nolin dong biayanyaa",3
Banyak promo nya 😍,5
"Mantap, saya bisa memilah uang tabungan saya",5
sangat memudahkan pembayaran saya,5
"yakali narik uang, di atm BCA pun harus bayar 3.500. tf bayar 3.500",1
Aplikasi taik kntl antri udh lama maalaha batal mlu gajelas ribet kntl,1
"keren bangetttt, terbaik",5
Ribet pakai vc segala data saya tolong di amankan jagan salah gunakan,2
Gunakan kode referal ANGGALNOH agar mndapatkan bonus saldo 25rb dgn top up min nominal tertentu,5
Uang nya manggek gak masuk ke transfer nya,1
"Numpang nama besar BCA doang , dasar prodak gak guna",1
Keren Bank BCA inovasi teknologi perbankan di mas depan sangat keren,5
Semenjak tarik tunai dan transfer ke sesama BCA bayar saya udah ngk pakai aplikasi ini,1
Di negara Europa kenapa tidak bisa,1
Untuk 1 bulan ini baik,4
Min teman2 pd sulit kalau transfer dr bca.. Kurang sosialisali nih..,1
"baru pakai, saat ini masih oke..",4
Lemottttttt bangeetttttt pdhl suka 😭😭😭,3
sejauh ini sangat menyenangkan,5
Jaringan terputus terus,3
BCA nggk ada lawan soal pelayanan digital . . .,5
banyak Cashbacknya jadi senang bangetttt jajan pake blu,5
Dari saya MUHAMAD ASRORI akun saya telah di hack orang yang tidak bertanggung jawab jadi kalo ada apa² atas nama MUHAMAD ASRORI itu bukan saya terima kasih,2
kuat dan tahan lama,5
Ini kenapa tiba² tidak biaa masuk,2
mantap dgn serba gercep. byk promo truss,5
Mantab sangat bermanfaat,5
Terima kasih walaupun sudah persulit saya,5
oke bangett sii worth itttt bust kalian yg cari m bangking dgn mudah,5
sangat membantu banget,5
baik sekali apk nya,1
Ketuka saya mau verifikasi akun bca kok bisa nomer saya sudah yerpaut ke nomer org lain?,1
Parah apk nya.nunggu antrian 245 gliran udah habis antrian gk ada respon .apk nih gimana hampir seminggu dftr vc an antri terus.,1
Tarik tunai di ATM sendiri kok bayar. 😂😂😂,1
"Apakah benar untuk pembuatan blu BCA harus transfer terlebih dahulu, apakah aman dan amanah",5
Pembayaran VA masa gangguan terus,3
Aplikasi eror keluar sendiri,1
"Aplikasi tertolol , SEMUA BANK QR GAGAL UANG DI KEMBALIKAN 7 HARI KERJA , INI APLIKASI ORANG QR GAGAL UANG DI TAHAN SAMPAI 17 HARI , DI TELEPON DIKEJAR TERUS DI PERCEPAT DIPERCEPAT TAPI ALHASIL NIPU DI PERCEPAT , UANG MAU 1 BULAN BARU DIKEMBALIKAN DI REKENING , KAU KIRAIN BAPAK LU PUNYA DUIT KALIAN TAHAN2,ORANG JUGA BUTUH DUIT!!! AUTO UNINSTALL APK TOLOL MAU BUAT KYK EWALLET LAIN TAPI HASIL NYA MENGECEWAKAN...",1
sangat membantu sekali,5
"gila..ini bikin rekening apa pinjol,parah",1
Makin kesini makin lemot bgt.,4
mantab pokoknya BLU oke bangettt,5
Skrg buat blu nasabah di hrskan ya dgn paksaan..skrg smua cbng BCA sllu di paksa buat blu..aneh yamasa buat rekening di paksain bgni..mw cari nasabah yg bnyk bukan cara dpaksa buat rekening blu bgni,1
blu mantap lah di combine sama bca,5
tambah dark mode cakep ini min,5
BCA Digital Perbankan experience yang wow banget di jaman now,5
Knpa y saya gak bisa verivikasi vc antrian penuh trus,2
Dari kemarin kok gangguan gbisa tarik tf uang,1
Tarik tunai aja bayar sekarang payah,2
SEtiap bulan harus update,4
Gaje nih gabisa bikin pin,1
Sekarang banyak admin dikit dikit,1
keren banget pake blu,5
lo kok disuruh pembukaan rekening ?? kan saya punya rekening bca,3
mantap blu BCA semoga lancar terus transfer ke bank lain,5
Ngejadiinya repot amat sampai tanya ke lambung2,2
"gajelas monyet, udh daftar tinggal vc sama cs dipersusah. kalo ganiat bikin ni apk gausah bikin tolol",2
Banyak promonya,5
Blu deposit saya gabisa di cairkan tolong gimana ini,1
Gua berharap BCA digital. Support jenis ATM bersama selain ATM BCA 😁😁😁.,3
mudah menggunakannya,5
Parah ngambil uang sendiri harus bayar 3500,1
COCOK NIH BUAT ATUR UANG BUAT KEPERLUAN MANA BUAT TABUNGAN MANA. PAKE TERUS BCA TERUTAMA BCA SYARIAH $ #BCASYARIAH #BCAKONVENSIONAL #BCADIGITAL,5
Masukin kode ini pasti cuan banyak monggo ( SUFIRGWI4 ),5
"Sudah aman sekarang, jauh lebih baik.",5
seneng pake blu.. top deh bebas biaya admin,5
Epayment saya kapan ada ya. Terima kasih,5
kode otp ga bisa masuk. pdhl kurang 1 langkah,3
gangguan jaringan dijaga,3
Kenapa virtual account nya sudah tidak ada lagi,3
Sangat bagus dan bermanfaat,5
mudah2an komitmen blu tetap ok,5
Udah 2 minggu lebih ga bisa pake VA nya. Kapan bisanya?,3
tinggal nunggu kartu debitnya..hihihi,4
Ribet amat verifikasi wajah gagal mulu,2
Ribettt mau bayar aja susahnya minta ampun gagal terooooos,2
"Katanya dpt bonus....setelah aq transfer 250 ttp aja zonk, aplikasi taeeek, buat nyenengin pejabat ajah",1
Aplikaainya lmayan berat,4
memudahkan bertransaksi.,5
sangat membantu banget👍👍👍,5
Kekuarangannya cuman tidak ada kartu ATM,4
apakah event undang nasabah menggunakan referal sudah berakhir??,5
Apliksai terkeren abis terimakasih,5
transfer ke e-walet tidak ada nama,2
Takut jangan sampai kaya org lain kena siber,4
"sya sangat terbantu denga ada BLU BCA ,TERIMAKASIH",5
Aplikasinya sangat membantu,3
sangat membantu banget,5
Blu saving bunga turun sesuka hati Udah saatnya Pindah,1
Dana yang ditarik d proses 6 hari kerja padahal saya sedang butuh dana itu SANGAT MENGECEWAKAN,1
Min ini kenapa ya kok sambungan ke blue BCA putus terus dan Kalau mau transfer ke rekenin BCA,4
cara pakai mudah,5
suka sama aplikasi ini,5
Tambah jos karena Udah ada VA nya untuk bayar² Mantull,5
di saya kok agak lelet yaa apa karna hpku vivo🤣 wkwk,4
Bisa buat depo judi online tidak?,5
tolong bisa bayar PDAM Aetra jakarta dong sama bisa bayar token listrik,5
Tambahkan transaksi pembelian token listrik donk min,5
Tidak sebagus awal pemakaian..,1
aplikasi bank terbaik,5
"Lah kocak, Setor Tunai di ATM BCA langsung dipotong admin 3.500 sekarang.. kocak kocak.. kalo Tarik Tunai dipotong okelah, ini setor loh...",3
suka banget pakek blu karna ada CB 50%,5
trf ke bank lain free adm. bunga tabungan naikin dong,4
sangat mempermudah saya bertransaksi 😍😍😍😍😍😍😍,5
tidak bisa masuk kenapa yaa?,3
"sejauh ini okelahh...pertahankan,!",5
aplikasinya kurang gercep,3
Lelet gak satset satset,1
VA buat toped msih blm bisa,3
sangat membantu sekali,5
3dulu blum rampung daftarnya,3
Tarik tunai aja masa ada admin nya 3.500,1
"mantapp, tinggal tf VA nya aja yg diperbaiki nih min",5
"Sekarang ad biaya admin nya, pdahal setr tuni",1
Transfer uang gak masuk hubungi cs nya susah bamget,1
Upload ktp setelah memasukkan nama gadis ibu kandung sulit banget.,2
aku sangat puas pkek blu BCA gak pakek ribet,5
gratis trus dong k luar blu bca,5
bagus dan sangat membantu,5
Lancar sekali,5
kirain updatenya mau nerbitin kartu ATM....,5
Gak jelas OTPnya. Gak masuk2,1
Kenapa Cuma Setor Tunai kena admin..? Ga Bebas Admin gitu selama nya.. Setor Tunai,3
Tambahin fitur tarik tunai lewat ojol. Bayar gpp,5
Blu apakah ada fitur QRIS statis buat akunnya kaya bank BCA ?,5
BCA selalu memanjakan nasabah dengan baik,5
Sudah 4 kali transaksi bonus 25 ribu aku hilang,1
Poket baru untuk menyimpan uang.,5
Punya rekening BCA Digital. Menyenangkan,5
klo pengiriman gratis okelah,5
setor tunai cepat,5
bagaimana cara memblokir rekening apabila HP hilang?,5
Transfer selalu gagal,1
Tolong min Di Jawab kalau Misalnya Sudah Registrasi Dan Di Terima Apa Saya Akan Di kirim Kartu ATM Ke Alamat Domisili Sekarang...Atau Bagaimana..?,5
Hahahahh BLU BCA macam taik gak bisa membagikan ke kode ke org,1
semoga tetep bebas biaya admin yaaa,5
"Ini saya sedang vc ko gabisa2, lama banget",3
"Baru coba yaaa,, kalo bagus saya tambahin bintang nya ^_^",3
sangat membantu untuk saya,5
Verifikasi nya lama banget,5
