score,stemmed,text_akhir,polarity_score,polarity,sentiment
5,['top'],top,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['kren'],kren,0,neutral,0
5,['istimewa'],istimewa,0,neutral,0
5,['jos'],jos,0,neutral,0
5,['good'],good,5,positive,1
5,['baik'],baik,2,positive,1
5,['good'],good,5,positive,1
5,['gut'],gut,0,neutral,0
5,['good'],good,5,positive,1
5,['mantaaaap'],mantaaaap,0,neutral,0
5,['good'],good,5,positive,1
5,['bgus'],bgus,0,neutral,0
5,['suka'],suka,2,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['bagus'],bagus,-2,negative,-1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['good'],good,5,positive,1
5,['jooosss'],jooosss,0,neutral,0
5,['mantabs'],mantabs,0,neutral,0
5,['best'],best,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['good'],good,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,"['ok', 'mantap']",ok mantap,9,positive,1
5,['mantap'],mantap,5,positive,1
5,[],,0,neutral,0
5,"['apl', 'keren']",apl keren,0,neutral,0
5,['puas'],puas,3,positive,1
5,"['oke', 'good']",oke good,7,positive,1
5,"['keren', 'mantap']",keren mantap,5,positive,1
5,"['mantab', 'bingits']",mantab bingits,0,neutral,0
5,"['simole', 'banget']",simole banget,1,positive,1
5,"['okke', 'bangett']",okke bangett,-2,negative,-1
5,['baguss'],baguss,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['jossshhh'],jossshhh,0,neutral,0
5,[],,0,neutral,0
5,"['blu', 'bca', 'digital', 'bank', 'digital', 'best']",blu bca digital bank digital best,0,neutral,0
1,"['sistem', 'error']",sistem error,-9,negative,-1
5,['good'],good,5,positive,1
5,['mntul'],mntul,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['sukaaakk'],sukaaakk,0,neutral,0
5,['kren'],kren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['alhamdulillah'],alhamdulillah,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,"['ok', 'banget']",ok banget,5,positive,1
5,"['gg', 'best', 'bank', 'ever', 'inti', 'complaint', 'app']",gg best bank ever inti complaint app,0,neutral,0
5,"['far', 'ok']",far ok,4,positive,1
4,[],,0,neutral,0
3,['error'],error,-5,negative,-1
5,"['mudah', 'lengkap']",mudah lengkap,2,positive,1
5,"['love', 'banget', 'blu']",love banget blu,3,positive,1
5,['mantapnbanyakpromo'],mantapnbanyakpromo,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['baik'],baik,2,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['wokeh'],wokeh,0,neutral,0
5,['mantab'],mantab,0,neutral,0
5,['siip'],siip,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['goood'],goood,0,neutral,0
5,['nice'],nice,4,positive,1
5,"['thnks', 'blu']",thnks blu,0,neutral,0
5,"['good', 'bank']",good bank,5,positive,1
5,['keren'],keren,0,neutral,0
5,"['ok', 'banget']",ok banget,5,positive,1
5,"['good', 'aplikasi']",good aplikasi,1,positive,1
5,[],,0,neutral,0
5,"['keren', 'banget']",keren banget,1,positive,1
5,['efektif'],efektif,5,positive,1
2,"['gg', 'bayar', 'virtual', 'account']",gg bayar virtual account,-2,negative,-1
5,"['well', 'played', 'mantap', 'pakai', 'blu']",well played mantap pakai blu,5,positive,1
5,"['top', 'markotop', 'pokok']",top markotop pokok,5,positive,1
3,['mgo'],mgo,0,neutral,0
1,['error'],error,-5,negative,-1
5,['istimewa'],istimewa,0,neutral,0
5,['good'],good,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['ok'],ok,4,positive,1
5,['ok'],ok,4,positive,1
5,['ok'],ok,4,positive,1
5,['top'],top,5,positive,1
5,['mantebs'],mantebs,0,neutral,0
5,['good'],good,5,positive,1
5,['perfect'],perfect,0,neutral,0
5,['good'],good,5,positive,1
5,['keren'],keren,0,neutral,0
5,['good'],good,5,positive,1
5,['kereeen'],kereeen,0,neutral,0
5,['kereennn'],kereennn,0,neutral,0
5,"['lumayan', 'bagus']",lumayan bagus,-3,negative,-1
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,[],,0,neutral,0
5,"['good', 'bangetttt']",good bangetttt,5,positive,1
5,"['terima', 'kasih', 'kasih']",terima kasih kasih,4,positive,1
5,"['top', 'banget']",top banget,6,positive,1
1,"['add', 'transaction', 'lagging', 'saving', 'transfer', 'data', 'lagging', 'add', 'basket', 'lagging', 'execute', 'transaction', 'lagging', 'share', 'resi', 'transaksi', 'lagging', 'tolong', 'periksa', 'servernya', 'kali', 'diupgrade']",add transaction lagging saving transfer data lagging add basket lagging execute transaction lagging share resi transaksi lagging tolong periksa servernya kali diupgrade,-3,negative,-1
1,"['susah', 'masuk', 'use', 'must', 'real', 'device', 'melulu']",susah masuk use must real device melulu,-7,negative,-1
5,"['sad', 'sed', 'das', 'des', 'mantap', 'blu', 'bca']",sad sed das des mantap blu bca,1,positive,1
5,"['ok', 'keren', 'thanx', 'large']",ok keren thanx large,4,positive,1
1,"['wasting', 'time', 'login']",wasting time login,0,neutral,0
4,['mantap'],mantap,5,positive,1
4,[],,0,neutral,0
4,"['oke', 'sihh']",oke sihh,0,neutral,0
5,"['thankyou', 'blu']",thankyou blu,0,neutral,0
5,['blu'],blu,0,neutral,0
1,"['konekso', 'jelek']",konekso jelek,-5,negative,-1
1,"['kok', 'lelet']",kok lelet,0,neutral,0
5,"['good', 'recommend']",good recommend,5,positive,1
5,"['far', 'good']",far good,5,positive,1
5,"['far', 'good']",far good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['oke'],oke,2,positive,1
5,['nice'],nice,4,positive,1
5,['okebangetblue'],okebangetblue,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mambantu'],mambantu,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['nice'],nice,4,positive,1
5,['hebat'],hebat,0,neutral,0
5,['well'],well,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['puas'],puas,3,positive,1
5,['oke'],oke,2,positive,1
5,['muas'],muas,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['baguuusss'],baguuusss,0,neutral,0
5,['jos'],jos,0,neutral,0
5,['mantappppppp'],mantappppppp,0,neutral,0
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['topp'],topp,0,neutral,0
5,"['mantap', 'habis']",mantap habis,5,positive,1
5,"['app', 'good']",app good,5,positive,1
5,"['good', 'job']",good job,5,positive,1
5,"['good', 'job']",good job,5,positive,1
5,[],,0,neutral,0
5,['nyaman'],nyaman,4,positive,1
5,"['proses', 'cepat']",proses cepat,1,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['filmporno'],filmporno,0,neutral,0
4,['mayan'],mayan,0,neutral,0
3,"['bagus', 'banget']",bagus banget,-1,negative,-1
4,"['one', 'deh']",one deh,0,neutral,0
4,[],,0,neutral,0
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,"['love', 'blu']",love blu,2,positive,1
5,"['blu', 'ok', 'gaes']",blu ok gaes,4,positive,1
1,['wo'],wo,0,neutral,0
1,['ribet'],ribet,-4,negative,-1
5,['good'],good,5,positive,1
2,['puas'],puas,3,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['nice'],nice,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['kerennnn'],kerennnn,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['baik'],baik,2,positive,1
5,['mantab'],mantab,0,neutral,0
5,['josss'],josss,0,neutral,0
5,['ok'],ok,4,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['muas'],muas,5,positive,1
5,['simple'],simple,3,positive,1
5,['mantap'],mantap,5,positive,1
5,['nice'],nice,4,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['best'],best,0,neutral,0
5,['mntap'],mntap,0,neutral,0
5,[],,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['mantabbbb'],mantabbbb,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['okk'],okk,0,neutral,0
5,['baik'],baik,2,positive,1
5,['bravo'],bravo,0,neutral,0
5,['mantapppppppp'],mantapppppppp,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['nice'],nice,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['percaya'],percaya,2,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,"['good', 'luck']",good luck,9,positive,1
5,"['lelet', 'dikit']",lelet dikit,-4,negative,-1
5,['puas'],puas,3,positive,1
5,['baguss'],baguss,0,neutral,0
5,"['keren', 'bmgt']",keren bmgt,0,neutral,0
5,[],,0,neutral,0
5,[],,0,neutral,0
5,['oppo'],oppo,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,[],,0,neutral,0
5,"['oke', 'banget']",oke banget,3,positive,1
5,['oke'],oke,2,positive,1
5,[],,0,neutral,0
3,"['tolong', 'baik', 'update', 'baru', 'support', 'refresh', 'r', 'hz']",tolong baik update baru support refresh r hz,9,positive,1
1,"['bad', 'gabisa', 'login']",bad gabisa login,-4,negative,-1
1,"['maintance', 'error']",maintance error,-5,negative,-1
5,"['bank', 'digital', 'okkey', 'banget', 'boosqu']",bank digital okkey banget boosqu,1,positive,1
4,['mantap'],mantap,5,positive,1
4,['good'],good,5,positive,1
4,['keren'],keren,0,neutral,0
4,['mantab'],mantab,0,neutral,0
4,"['astagfiruloh', 'lemooooot']",astagfiruloh lemooooot,0,neutral,0
5,"['bagus', 'mantap']",bagus mantap,3,positive,1
5,"['thankyou', 'blu']",thankyou blu,0,neutral,0
5,"['tambahono', 'motion']",tambahono motion,0,neutral,0
1,['bug'],bug,0,neutral,0
5,"['recomended', 'good']",recomended good,5,positive,1
2,['senang'],senang,1,positive,1
1,['ribet'],ribet,-4,negative,-1
5,['ok'],ok,4,positive,1
5,['mntaap'],mntaap,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,[],,0,neutral,0
5,['bagusssss'],bagusssss,0,neutral,0
5,['apik'],apik,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['istimewa'],istimewa,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['ok'],ok,4,positive,1
5,['excellent'],excellent,0,neutral,0
5,['nice'],nice,4,positive,1
5,['kereeennnn'],kereeennnn,0,neutral,0
5,['muas'],muas,5,positive,1
5,['ok'],ok,4,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['oke'],oke,2,positive,1
5,['kren'],kren,0,neutral,0
5,['ok'],ok,4,positive,1
5,['good'],good,5,positive,1
5,['mantapppp'],mantapppp,0,neutral,0
5,['mudah'],mudah,3,positive,1
5,['mantulll'],mantulll,0,neutral,0
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,[],,0,neutral,0
5,"['banyk', 'cashback']",banyk cashback,0,neutral,0
5,"['mantap', 'polll']",mantap polll,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,"['aplikasi', 'mantap']",aplikasi mantap,1,positive,1
5,['cool'],cool,2,positive,1
5,[],,0,neutral,0
5,"['good', 'blu']",good blu,5,positive,1
5,['senang'],senang,1,positive,1
5,[],,0,neutral,0
2,"['lambat', 'loading', 'trusss']",lambat loading trusss,1,positive,1
4,['oke'],oke,2,positive,1
5,['ok'],ok,4,positive,1
5,['muantaaaaab'],muantaaaaab,0,neutral,0
5,['fantastic'],fantastic,0,neutral,0
1,"['kfnmmkiab', 'oujmjk', 'di', 'mu', 'v', 'bhxxp']",kfnmmkiab oujmjk di mu v bhxxp,0,neutral,0
2,['selfie'],selfie,2,positive,1
5,"['simple', 'untung', 'pakai', 'blu']",simple untung pakai blu,5,positive,1
4,['oke'],oke,2,positive,1
4,['good'],good,5,positive,1
4,['ok'],ok,4,positive,1
4,['mantab'],mantab,0,neutral,0
1,"['login', 'lma']",login lma,0,neutral,0
5,"['best', 'poko']",best poko,-2,negative,-1
5,['keren'],keren,0,neutral,0
2,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['good'],good,5,positive,1
5,['baguzss'],baguzss,0,neutral,0
5,['oke'],oke,2,positive,1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['trimakasih'],trimakasih,4,positive,1
5,[],,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['best'],best,0,neutral,0
5,['mantulls'],mantulls,0,neutral,0
5,['top'],top,5,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['puas'],puas,3,positive,1
5,['mantappppopp'],mantappppopp,0,neutral,0
5,['mantaaap'],mantaaap,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['baik'],baik,2,positive,1
5,['ok'],ok,4,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['kren'],kren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['bantu'],bantu,-1,negative,-1
5,['mantap'],mantap,5,positive,1
5,['mantabbbbb'],mantabbbbb,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantab'],mantab,0,neutral,0
5,['mantab'],mantab,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['bagusss'],bagusss,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['kerenn'],kerenn,0,neutral,0
5,['alhamdulillah'],alhamdulillah,5,positive,1
5,['alhamdulillah'],alhamdulillah,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,"['good', 'service']",good service,5,positive,1
5,"['awesome', 'always']",awesome always,0,neutral,0
5,"['lancar', 'jaya']",lancar jaya,6,positive,1
5,"['best', 'forever']",best forever,0,neutral,0
5,"['user', 'friendly']",user friendly,0,neutral,0
5,"['good', 'job']",good job,5,positive,1
5,"['madura', 'mantap']",madura mantap,5,positive,1
5,"['oke', 'braiiii']",oke braiiii,2,positive,1
5,[],,0,neutral,0
5,"['aplikasi', 'antiribet']",aplikasi antiribet,-4,negative,-1
5,"['good', 'app']",good app,5,positive,1
5,[],,0,neutral,0
5,"['cepat', 'mudah']",cepat mudah,3,positive,1
5,[],,0,neutral,0
5,['mantab'],mantab,0,neutral,0
5,"['trmksih', 'bca', 'blu', 'skses', 'smgat', 'slu', 'mal', 'aidin', 'walfa', 'ijin']",trmksih bca blu skses smgat slu mal aidin walfa ijin,0,neutral,0
4,"['coba', 'setor', 'tunaiok']",coba setor tunaiok,1,positive,1
5,"['mudah', 'terima', 'kasih', 'blu']",mudah terima kasih blu,6,positive,1
5,"['flexible', 'banget', 'easy', 'use']",flexible banget easy use,1,positive,1
4,"['ok', 'banget']",ok banget,5,positive,1
5,"['mantap', 'bintang', 'pokonamah', 'lee']",mantap bintang pokonamah lee,5,positive,1
4,['ok'],ok,4,positive,1
5,"['good', 'apflikasi', 'bca', 'digital']",good apflikasi bca digital,5,positive,1
4,"['mantap', 'deh']",mantap deh,5,positive,1
3,['bagus'],bagus,-2,negative,-1
5,"['guuddzzz', 'joobbzzzz']",guuddzzz joobbzzzz,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,"['sip', 'deh']",sip deh,0,neutral,0
1,"['aplikasi', 'busuk']",aplikasi busuk,-9,negative,-1
5,['mudah'],mudah,3,positive,1
5,"['good', 'app']",good app,5,positive,1
5,"['thank', 'blu']",thank blu,4,positive,1
5,['kerenn'],kerenn,0,neutral,0
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['praktis'],praktis,4,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['puas'],puas,3,positive,1
5,['nyaman'],nyaman,4,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['topppp'],topppp,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['kerennn'],kerennn,0,neutral,0
5,['mantab'],mantab,0,neutral,0
5,['best'],best,0,neutral,0
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['baik'],baik,2,positive,1
5,['oky'],oky,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['manfaat'],manfaat,5,positive,1
5,['ok'],ok,4,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['oke'],oke,2,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['siiiip'],siiiip,0,neutral,0
5,['josss'],josss,0,neutral,0
5,['ok'],ok,4,positive,1
5,['nice'],nice,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['sippppppp'],sippppppp,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['oke'],oke,2,positive,1
5,['mantab'],mantab,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['top'],top,5,positive,1
5,['simpen'],simpen,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['nice'],nice,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['baik'],baik,2,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,"['oke', 'banget']",oke banget,3,positive,1
5,"['ok', 'banget']",ok banget,5,positive,1
5,"['transaksi', 'mudah']",transaksi mudah,7,positive,1
5,[],,0,neutral,0
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,['mantap'],mantap,5,positive,1
5,"['nice', 'banget']",nice banget,5,positive,1
5,"['good', 'aplikasi']",good aplikasi,1,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['puas'],puas,3,positive,1
5,['bwuoleh'],bwuoleh,0,neutral,0
5,"['best', 'pokok']",best pokok,0,neutral,0
5,"['mantap', 'banget']",mantap banget,6,positive,1
5,['puas'],puas,3,positive,1
5,"['ok', 'banget']",ok banget,5,positive,1
5,"['pisannn', 'okk']",pisannn okk,0,neutral,0
5,"['lumayan', 'bagus']",lumayan bagus,-3,negative,-1
5,['bagus'],bagus,-2,negative,-1
5,['ribet'],ribet,-4,negative,-1
5,['bagus'],bagus,-2,negative,-1
5,"['good', 'apps']",good apps,5,positive,1
5,['juoossss'],juoossss,0,neutral,0
5,[],,0,neutral,0
5,[],,0,neutral,0
5,['keren'],keren,0,neutral,0
5,"['jl', 'raya', 'manuk', 'krajan', 'blok', 'j', 'tandes', 'surabaya', 'toko', 'sumber', 'rezeki']",jl raya manuk krajan blok j tandes surabaya toko sumber rezeki,3,positive,1
1,"['blu', 'bca', 'digitsll']",blu bca digitsll,0,neutral,0
4,['nice'],nice,4,positive,1
4,['top'],top,5,positive,1
4,['bagus'],bagus,-2,negative,-1
5,"['oc', 'banget', 'belu', 'blu']",oc banget belu blu,1,positive,1
5,"['alhmdulilh', 'dh', 'msuk']",alhmdulilh dh msuk,0,neutral,0
5,"['far', 'oke']",far oke,2,positive,1
5,['oke'],oke,2,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['best'],best,0,neutral,0
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['great'],great,3,positive,1
5,['manfaat'],manfaat,5,positive,1
5,['good'],good,5,positive,1
5,['kereenn'],kereenn,0,neutral,0
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['okelaah'],okelaah,0,neutral,0
5,"['top', 'blu']",top blu,5,positive,1
5,"['bangus', 'banget']",bangus banget,1,positive,1
5,['wort'],wort,0,neutral,0
5,"['mantap', 'jiwa']",mantap jiwa,5,positive,1
5,"['blu', 'ok']",blu ok,4,positive,1
5,['best'],best,0,neutral,0
5,[],,0,neutral,0
4,"['loading', 'iy', 'dikit', 'oke']",loading iy dikit oke,-2,negative,-1
1,"['nomor', 'hand', 'phone', 'ter', 'blokir', 'login']",nomor hand phone ter blokir login,-3,negative,-1
1,"['bye', 'blu', 'reward']",bye blu reward,-3,negative,-1
3,"['hubung', 'bca']",hubung bca,-2,negative,-1
5,"['blu', 'bca', 'digital', 'mantab']",blu bca digital mantab,0,neutral,0
1,['fc'],fc,0,neutral,0
1,['error'],error,-5,negative,-1
5,['mantapz'],mantapz,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,"['terima', 'kasih']",terima kasih,3,positive,1
5,['keren'],keren,0,neutral,0
5,['ok'],ok,4,positive,1
5,['best'],best,0,neutral,0
5,['mantaf'],mantaf,0,neutral,0
5,['naiseeeeee'],naiseeeeee,0,neutral,0
5,['good'],good,5,positive,1
5,['yaman'],yaman,0,neutral,0
5,['bintag'],bintag,0,neutral,0
5,"['luvvvv', 'banget']",luvvvv banget,1,positive,1
5,['mantappp'],mantappp,0,neutral,0
5,"['pakai', 'ribet', 'pakai', 'blu', 'terima', 'kasih', 'blu']",pakai ribet pakai blu terima kasih blu,-1,negative,-1
5,"['suka', 'bank', 'digital', 'iniii']",suka bank digital iniii,2,positive,1
3,"['video', 'call', 'bagus']",video call bagus,-2,negative,-1
5,"['aju', 'nice', 'teroreroreroreroret']",aju nice teroreroreroreroret,1,positive,1
4,['simpelmudah'],simpelmudah,0,neutral,0
5,"['subscribe', 'youtube', 'nasorudin', 'tutorial']",subscribe youtube nasorudin tutorial,0,neutral,0
4,['mantap'],mantap,5,positive,1
4,['oke'],oke,2,positive,1
4,"['alhamdulillah', 'lancar']",alhamdulillah lancar,7,positive,1
4,"['mgeleg', 'banget']",mgeleg banget,1,positive,1
5,['mantap'],mantap,5,positive,1
3,['coba'],coba,1,positive,1
1,['ambil'],ambil,-5,negative,-1
5,"['everything', 'good']",everything good,5,positive,1
5,"['mantap', 'tarik', 'tunai']",mantap tarik tunai,10,positive,1
5,"['blu', 'best']",blu best,0,neutral,0
1,['mantap'],mantap,5,positive,1
5,['puas'],puas,3,positive,1
5,['kereennn'],kereennn,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['tingkat'],tingkat,1,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['bantu'],bantu,-1,negative,-1
5,['baguus'],baguus,0,neutral,0
5,['ok'],ok,4,positive,1
5,['bahagia'],bahagia,3,positive,1
5,['good'],good,5,positive,1
5,['top'],top,5,positive,1
5,['mantapp'],mantapp,0,neutral,0
5,['mantulll'],mantulll,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['recommend'],recommend,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['top'],top,5,positive,1
5,['kereeen'],kereeen,0,neutral,0
5,['ok'],ok,4,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['cashback'],cashback,0,neutral,0
5,"['puas', 'banget']",puas banget,4,positive,1
5,"['ptoses', 'cepat']",ptoses cepat,0,neutral,0
5,['suka'],suka,2,positive,1
5,"['good', 'luck']",good luck,9,positive,1
5,"['good', 'useee']",good useee,5,positive,1
5,['good'],good,5,positive,1
5,"['mantap', 'banget']",mantap banget,6,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['suka'],suka,2,positive,1
5,"['ok', 'mantap']",ok mantap,9,positive,1
5,"['bantu', 'daptar']",bantu daptar,-1,negative,-1
5,['puas'],puas,3,positive,1
5,"['mantul', 'sekalee']",mantul sekalee,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['ok'],ok,4,positive,1
5,"['ive', 'bahagia', 'use', 'aplication', 'blu', 'bca', 'many', 'reward', 'get', 'thank', 'blubcaaa']",ive bahagia use aplication blu bca many reward get thank blubcaaa,7,positive,1
4,['mantap'],mantap,5,positive,1
4,['oke'],oke,2,positive,1
4,['mantap'],mantap,5,positive,1
4,['bagus'],bagus,-2,negative,-1
5,"['mantapp', 'juragan']",mantapp juragan,-4,negative,-1
5,"['enjoy', 'pakai', 'blu']",enjoy pakai blu,3,positive,1
2,['error'],error,-5,negative,-1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['nice'],nice,4,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['nice'],nice,4,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['jossss'],jossss,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['lieur'],lieur,-3,negative,-1
5,['keren'],keren,0,neutral,0
5,['nice'],nice,4,positive,1
5,['mantaps'],mantaps,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['bagusss'],bagusss,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['ok'],ok,4,positive,1
5,['good'],good,5,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['ok'],ok,4,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['nice'],nice,4,positive,1
5,"['mantappp', 'blu']",mantappp blu,0,neutral,0
5,"['mudah', 'banget']",mudah banget,4,positive,1
5,"['good', 'apk']",good apk,5,positive,1
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,"['good', 'app']",good app,5,positive,1
5,['cashbackkk'],cashbackkk,0,neutral,0
5,"['pokok', 'siiippp']",pokok siiippp,0,neutral,0
5,"['nice', 'financial']",nice financial,4,positive,1
5,"['masok', 'praktis']",masok praktis,4,positive,1
5,"['ok', 'bngt']",ok bngt,4,positive,1
5,[],,0,neutral,0
5,"['kereeeeen', 'kini']",kereeeeen kini,3,positive,1
5,"['super', 'bagus']",super bagus,-1,negative,-1
5,['amanah'],amanah,5,positive,1
5,"['mangstap', 'mamang']",mangstap mamang,-4,negative,-1
5,"['puas', 'banget']",puas banget,4,positive,1
5,"['lancar', 'jaya']",lancar jaya,6,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,[],,0,neutral,0
5,[],,0,neutral,0
5,['best'],best,0,neutral,0
5,"['mantaabb', 'mayan', 'cashback', 'ribu', 'qr']",mantaabb mayan cashback ribu qr,0,neutral,0
5,"['good', 'job']",good job,5,positive,1
